     PKT_No. 	    TimeStamp 	    ax(m/s^2) 	    ay(m/s^2) 	    az(m/s^2) 	    gx(rad/s) 	    gy(rad/s) 	    gz(rad/s) 
        11894 	       28.416 	        -1.54 	        -4.53 	         5.69 	         0.72 	        -0.48 	         0.00 
        11895 	       28.432 	        -1.09 	        -4.54 	         5.31 	         1.12 	        -0.99 	         0.13 
        11896 	       28.448 	        -0.84 	        -4.08 	         5.32 	         1.56 	        -1.48 	         0.39 
        11897 	       28.464 	        -0.29 	        -3.71 	         6.14 	         1.99 	        -1.72 	         0.48 
        11898 	       28.480 	        -0.81 	        -2.64 	         7.17 	         1.85 	        -1.40 	         0.41 
        11899 	       28.496 	        -0.55 	        -1.71 	         8.08 	         1.75 	        -1.14 	         0.46 
        11900 	       28.512 	        -0.70 	        -1.01 	         8.76 	         1.52 	        -1.02 	         0.52 
        11901 	       28.528 	        -0.66 	        -0.82 	         9.15 	         1.34 	        -0.86 	         0.43 
        11902 	       28.544 	        -0.45 	        -0.59 	         9.38 	         1.33 	        -0.78 	         0.38 
        11903 	       28.560 	        -0.18 	        -0.56 	         9.62 	         1.66 	        -0.75 	         0.33 
        11904 	       28.576 	        -0.16 	        -0.45 	        10.10 	         1.74 	        -0.74 	         0.36 
        11905 	       28.592 	        -0.68 	        -0.41 	         8.86 	         4.04 	         0.12 	         0.78 
        11906 	       28.608 	         2.24 	        20.08 	        54.08 	         0.44 	        -8.36 	         0.33 
        11907 	       28.624 	        -2.74 	        -3.77 	         6.26 	         0.16 	         0.03 	        -1.58 
        11908 	       28.640 	         3.63 	        -0.18 	         8.41 	        -0.08 	         0.36 	        -1.28 
        11909 	       28.656 	         1.57 	         0.15 	         9.34 	         0.08 	        -0.25 	        -0.42 
        11910 	       28.672 	         0.66 	        -0.02 	        10.00 	         0.01 	        -0.10 	        -0.15 
        11911 	       28.688 	         0.87 	        -0.17 	         9.79 	        -0.02 	         0.06 	        -0.02 
        11912 	       28.704 	         0.23 	        -0.06 	        10.02 	        -0.05 	         0.18 	         0.00 
        11913 	       28.720 	        -0.83 	        -0.34 	         9.79 	        -0.20 	         0.63 	        -0.05 
        11914 	       28.736 	         0.34 	        -0.02 	        10.03 	        -0.00 	        -0.05 	         0.00 
        11915 	       28.752 	         0.11 	         0.54 	        10.40 	         0.01 	         0.59 	         0.16 
        11916 	       28.768 	        -0.79 	         0.01 	         8.86 	        -0.01 	         0.44 	         0.11 
        11917 	       28.784 	        -0.03 	        -0.21 	        10.02 	         0.01 	        -0.26 	        -0.00 
        11918 	       28.800 	        -0.07 	        -0.12 	        10.00 	         0.00 	         0.11 	         0.01 
        11919 	       28.816 	        -0.16 	        -0.11 	         9.84 	         0.00 	        -0.06 	        -0.00 
        11920 	       28.832 	        -0.18 	        -0.12 	         9.80 	        -0.01 	         0.05 	         0.00 
        11921 	       28.848 	        -0.08 	        -0.14 	         9.92 	         0.00 	        -0.03 	        -0.00 
        11922 	       28.864 	        -0.21 	        -0.09 	         9.81 	         0.00 	         0.00 	         0.00 
        11923 	       28.880 	        -0.13 	        -0.12 	         9.91 	        -0.00 	         0.01 	         0.00 
        11924 	       28.896 	        -0.13 	        -0.14 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11925 	       28.912 	        -0.14 	        -0.11 	         9.90 	         0.00 	         0.00 	         0.00 
        11926 	       28.928 	        -0.12 	        -0.16 	         9.87 	        -0.00 	         0.00 	         0.00 
        11927 	       28.944 	        -0.13 	        -0.14 	         9.83 	         0.00 	         0.01 	         0.00 
        11928 	       28.960 	        -0.11 	        -0.11 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11929 	       28.976 	        -0.16 	        -0.11 	         9.88 	        -0.00 	        -0.00 	         0.00 
        11930 	       28.992 	        -0.15 	        -0.14 	         9.87 	        -0.00 	         0.01 	         0.00 
        11931 	       29.008 	        -0.10 	        -0.14 	         9.85 	        -0.00 	        -0.00 	         0.00 
        11932 	       29.024 	        -0.10 	        -0.11 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11933 	       29.040 	        -0.16 	        -0.12 	         9.88 	        -0.00 	         0.01 	         0.00 
        11934 	       29.056 	        -0.09 	        -0.11 	         9.86 	         0.00 	         0.00 	         0.00 
        11935 	       29.072 	        -0.14 	        -0.12 	         9.89 	        -0.00 	         0.00 	         0.00 
        11936 	       29.088 	        -0.15 	        -0.14 	         9.85 	        -0.01 	        -0.00 	         0.00 
        11937 	       29.104 	        -0.12 	        -0.14 	         9.86 	         0.00 	         0.00 	         0.00 
        11938 	       29.120 	        -0.12 	        -0.12 	         9.88 	         0.00 	        -0.00 	         0.00 
        11939 	       29.136 	        -0.15 	        -0.14 	         9.82 	         0.00 	        -0.00 	         0.00 
        11940 	       29.152 	        -0.15 	        -0.14 	         9.88 	        -0.00 	         0.00 	         0.00 
        11941 	       29.168 	        -0.13 	        -0.11 	         9.90 	        -0.00 	         0.00 	         0.00 
        11942 	       29.184 	        -0.11 	        -0.12 	         9.88 	         0.00 	         0.00 	         0.00 
        11943 	       29.200 	        -0.13 	        -0.13 	         9.88 	        -0.00 	         0.00 	         0.00 
        11944 	       29.216 	        -0.14 	        -0.13 	         9.87 	         0.00 	         0.00 	         0.00 
        11945 	       29.232 	        -0.11 	        -0.09 	         9.87 	         0.00 	        -0.00 	         0.00 
        11946 	       29.248 	        -0.12 	        -0.14 	         9.85 	        -0.00 	         0.00 	         0.00 
        11947 	       29.264 	        -0.12 	        -0.13 	         9.86 	         0.00 	         0.00 	         0.00 
        11948 	       29.280 	        -0.14 	        -0.13 	         9.89 	        -0.00 	         0.00 	         0.00 
        11949 	       29.296 	        -0.14 	        -0.10 	         9.87 	        -0.00 	        -0.00 	         0.00 
        11950 	       29.312 	        -0.16 	        -0.12 	         9.88 	        -0.00 	         0.00 	         0.00 
        11951 	       29.328 	        -0.14 	        -0.14 	         9.90 	         0.00 	         0.00 	         0.00 
        11952 	       29.344 	        -0.13 	        -0.12 	         9.87 	        -0.00 	         0.00 	         0.00 
        11953 	       29.360 	        -0.13 	        -0.13 	         9.86 	        -0.00 	        -0.00 	         0.00 
        11954 	       29.376 	        -0.13 	        -0.14 	         9.88 	         0.00 	         0.00 	         0.00 
        11955 	       29.392 	        -0.13 	        -0.11 	         9.91 	        -0.00 	        -0.00 	         0.00 
        11956 	       29.408 	        -0.14 	        -0.15 	         9.90 	        -0.00 	        -0.00 	         0.00 
        11957 	       29.424 	        -0.14 	        -0.16 	         9.86 	         0.00 	        -0.00 	         0.00 
        11958 	       29.440 	        -0.11 	        -0.14 	         9.85 	         0.00 	         0.01 	         0.00 
        11959 	       29.456 	        -0.11 	        -0.14 	         9.91 	        -0.00 	        -0.00 	         0.00 
        11960 	       29.472 	        -0.14 	        -0.12 	         9.87 	         0.00 	        -0.00 	         0.00 
        11961 	       29.488 	        -0.12 	        -0.11 	         9.90 	         0.00 	         0.01 	        -0.00 
        11962 	       29.504 	        -0.13 	        -0.13 	         9.87 	        -0.00 	        -0.00 	        -0.00 
        11963 	       29.520 	        -0.08 	        -0.16 	         9.80 	        -0.00 	         0.00 	         0.00 
        11964 	       29.536 	        -0.14 	        -0.37 	         9.79 	         0.01 	        -0.00 	         0.01 
        11965 	       29.552 	        -0.10 	        -0.12 	         9.93 	         0.00 	         0.05 	         0.01 
        11966 	       29.568 	        -0.31 	         0.19 	        10.10 	        -0.00 	        -0.04 	         0.00 
        11967 	       29.584 	        -0.39 	         0.07 	         9.84 	        -0.01 	         0.02 	        -0.00 
        11968 	       29.600 	         0.01 	        -0.17 	         9.96 	        -0.01 	         0.01 	        -0.00 
        11969 	       29.616 	        -0.01 	        -0.39 	         9.69 	        -0.00 	        -0.01 	        -0.00 
        11970 	       29.632 	        -0.04 	        -0.29 	         9.79 	         0.00 	         0.01 	         0.01 
        11971 	       29.648 	        -0.19 	         0.02 	         9.94 	         0.00 	        -0.02 	         0.00 
        11972 	       29.664 	        -0.28 	         0.09 	         9.90 	        -0.00 	         0.01 	         0.00 
        11973 	       29.680 	        -0.11 	        -0.12 	         9.92 	        -0.00 	        -0.00 	        -0.00 
        11974 	       29.696 	        -0.05 	        -0.29 	         9.79 	         0.00 	        -0.01 	        -0.00 
        11975 	       29.712 	        -0.01 	        -0.31 	         9.77 	         0.00 	         0.01 	         0.00 
        11976 	       29.728 	        -0.12 	        -0.12 	         9.91 	         0.00 	        -0.00 	         0.01 
        11977 	       29.744 	        -0.26 	         0.03 	         9.91 	         0.00 	        -0.01 	         0.00 
        11978 	       29.760 	        -0.19 	        -0.03 	         9.92 	        -0.00 	         0.01 	        -0.00 
        11979 	       29.776 	        -0.05 	        -0.24 	         9.86 	        -0.00 	        -0.00 	        -0.00 
        11980 	       29.792 	        -0.07 	        -0.25 	         9.80 	         0.00 	        -0.01 	         0.00 
        11981 	       29.808 	        -0.15 	        -0.12 	         9.87 	         0.00 	         0.01 	         0.01 
        11982 	       29.824 	        -0.21 	         0.02 	         9.96 	         0.00 	        -0.01 	         0.00 
        11983 	       29.840 	        -0.25 	         0.00 	         9.90 	        -0.00 	        -0.01 	        -0.00 
        11984 	       29.856 	        -0.10 	        -0.11 	         9.86 	        -0.00 	         0.00 	        -0.00 
        11985 	       29.872 	        -0.05 	        -0.26 	         9.80 	        -0.00 	         0.00 	         0.00 
        11986 	       29.888 	        -0.12 	        -0.14 	         9.88 	         0.00 	        -0.00 	         0.00 
        11987 	       29.904 	        -0.19 	        -0.01 	         9.90 	        -0.00 	        -0.00 	         0.00 
        11988 	       29.920 	        -0.15 	        -0.05 	         9.91 	        -0.00 	        -0.00 	         0.00 
